value_f,size
0.0,0
113.81999999999996,1
281.8000000000002,2
379.67000000000013,3
403.0000000000001,4
437.62999999999994,5
467.99000000000007,6
604.87,7
694.2500000000001,8
699.6699999999997,10
740.12,11
769.5700000000002,12
786.0900000000001,13
868.5100000000003,14
889.0100000000002,15
892.5100000000001,16
904.2300000000006,17
921.79,18
923.9600000000003,21
936.5100000000003,22
952.4600000000002,23
960.74,24
964.0900000000001,27
983.55,28
983.8100000000003,29
985.2300000000004,30
990.27,31
993.9599999999999,32
1001.8399999999997,33
1008.9599999999999,34
1030.8999999999996,35
1037.4499999999998,36
1038.7300000000002,37
1042.26,38
1045.6100000000004,42
1047.3900000000003,45
1053.1400000000006,46
1057.0400000000004,47
1066.01,48
1073.1099999999994,49
1074.76,50
1076.5200000000004,51
1082.19,52
1087.8999999999994,53
1088.7799999999993,54
1091.17,55
1098.3799999999999,56
1109.2200000000003,58
1112.9900000000002,59
1114.12,60
1127.7999999999997,61
1130.3000000000002,64
1139.2500000000005,65
1144.7799999999995,67
1148.61,68
1161.02,69
1162.32,70
1165.7199999999998,72
1169.1399999999999,73
1172.3100000000004,74
1173.3400000000001,75
1177.9700000000005,76
1192.08,78
1194.8700000000001,79
1199.8700000000001,82
1209.69,83
1215.61,86
1229.34,87
1229.6499999999999,88
1230.1700000000005,89
1243.5999999999995,90
1246.17,93
1250.45,94
1262.03,95
1263.4900000000005,96
1268.2699999999998,97
