evaluations raw_y
1 -2851.0000000000
2 1603.7897688158
3 2081.1949854411
4 2405.1325835138
5 2718.0480064387
6 3905.2806976245
13 5388.6956573120
17 6778.7507927579
18 8983.7134837092
26 9730.2687098092
29 11097.0103115868
33 11506.0177341512
40 14857.5923859068
45 16800.3048457470
58 17650.9906886145
62 20035.2034407784
72 20559.2679907333
82 21622.0774603535
86 22671.4246519445
107 23048.2692624372
202 23284.6262173756
250 23386.7322864423
297 23641.4677910459
394 23665.0090858421
688 23821.5788243237
760 23931.6394376691
800 24031.9141671685
974 24066.3199088689
1005 24333.5875975094
1051 24534.1288976311
1417 24643.7092040575
1684 24844.2278925253
1792 24946.7282904266
2607 25046.9847085780
2609 25098.7852888935
2891 25299.3316065861
3513 25401.8840103148
4737 25715.1820323417
4837 25926.3420285968
5021 25926.9565168760
5060 25958.6678693952
5071 26360.4352699960
7966 26561.0784973590
8637 26663.7227976644
32380 26678.1477856608
33006 26780.9084158093
33242 26790.0213708380
49515 26892.7291087404
59878 27449.9981216403
62023 27463.2056690984
64780 27465.1082758045
79354 27499.9043673932
80015 27663.2131737942
93893 27674.2474307701
100000 3868.5853032020
